Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Houston, TX","San Francisco, CA",3,Blue,36,Female,1,2012,52,29,Mileage tickets,3,25,40,Eco,4,1/4/14,OU,Oursin Airlines Inc.,California,Texas,12,5,0,No,184,1635,no,-122.383287,37.754645,-95.393531,29.784308
"Richmond, VA","Boston, MA",3,Blue,29,Male,2,2009,31,8,Mileage tickets,0,30,0,Eco,13,3/13/14,EV,FlyFast Airways Inc.,Massachusetts,Virginia,8,0,45,No,81,474,yes,-71.140708,42.373132,-77.487983,37.477942
"Detroit, MI","New York, NY",3,Blue,37,Male,1,2003,15,7,Business travel,2,20,60,Eco,26,3/26/14,MQ,EnjoyFlying Air Services,New York,Michigan,6,0,0,No,75,502,no,-73.970221,40.718357,-83.227554,42.490005
"Dallas, TX","Amarillo, TX",3,Blue,46,Female,2,2003,4,39,Business travel,2,20,15,Eco,8,1/8/14,WN,Cheapseats Airlines Inc.,Texas,Texas,14,20,20,No,54,323,yes,-101.849137,35.197528,-96.972001,32.812727
"Chicago, IL","Boston, MA",4,Blue,34,Female,1,2006,19,13,Personal Travel,3,102,10,Eco,6,3/6/14,OU,Oursin Airlines Inc.,Massachusetts,Illinois,8,0,0,No,126,867,no,-71.140708,42.373132,-87.895427,41.827126
"New York, NY","Chicago, IL",4,Gold,36,Female,1,2004,37,12,Personal Travel,4,0,15,Eco,21,2/21/14,OU,Oursin Airlines Inc.,Illinois,New York,14,158,155,No,101,733,yes,-87.895427,41.827126,-73.970221,40.718357
"Houston, TX","Phoenix, AZ",3,Platinum,50,Male,1,2006,4,7,Mileage tickets,3,0,30,Eco,23,2/23/14,WN,Cheapseats Airlines Inc.,Arizona,Texas,8,6,0,No,120,1020,no,-111.970041,33.494067,-95.393531,29.784308
"Houston, TX","Corpus Christi, TX",3,Silver,80,Female,1,2007,18,8,Personal Travel,0,0,210,Eco,6,3/6/14,WN,Cheapseats Airlines Inc.,Texas,Texas,15,0,0,No,36,187,no,-97.412599,27.745333,-95.393531,29.784308
"Hartford, CT","Denver, CO",3,Blue,33,Female,1,2006,0,14,Business travel,2,0,47,Eco,6,3/6/14,WN,Cheapseats Airlines Inc.,Colorado,Connecticut,17,4,0,No,197,1671,no,-104.955096,39.710774,-72.69883,41.740122
"Chicago, IL","Bozeman, MT",2,Blue,85,Male,1,2007,22,10,Personal Travel,0,45,150,Eco Plus,6,3/6/14,OU,Oursin Airlines Inc.,Montana,Illinois,13,7,0,No,144,1186,no,-111.057553,45.683919,-87.895427,41.827126
"Miami, FL","Eagle, CO",4,Gold,47,Female,1,2008,8,6,Business travel,0,40,20,Eco Plus,24,3/24/14,AA,Paul Smith Airlines Inc.,Colorado,Florida,12,11,0,No,196,1810,no,-106.826253,39.644579,-80.231428,26.175616
"Atlanta, GA","Valdosta, GA",3,Blue,54,Male,1,2007,23,3,Business travel,0,5,16,Eco,6,2/6/14,EV,FlyFast Airways Inc.,Georgia,Georgia,11,0,0,No,44,208,no,-83.295826,30.875651,-84.331858,33.824102
"Miami, FL","Charlotte, NC",3,Blue,31,Female,2,2010,12,13,Business travel,3,146,35,Eco,19,2/19/14,MQ,EnjoyFlying Air Services,North Carolina,Florida,10,76,78,No,98,650,yes,-80.815826,35.249654,-80.231428,26.175616
"Denver, CO","Las Vegas, NV",2,Blue,80,Male,2,2003,29,7,Personal Travel,0,0,95,Eco,4,1/4/14,OU,Oursin Airlines Inc.,Nevada,Colorado,17,41,31,No,81,628,yes,-115.167218,36.134893,-104.955096,39.710774
"Atlanta, GA","Houston, TX",4,Silver,45,Male,2,2012,9,10,Business travel,2,120,150,Eco,17,1/17/14,DL,Sigma Airlines Inc.,Texas,Georgia,18,0,0,No,90,696,no,-95.393531,29.784308,-84.331858,33.824102
"Orlando, FL","Houston, TX",3,Gold,33,Female,1,2007,14,28,Personal Travel,2,0,55,Eco,28,3/28/14,OU,Oursin Airlines Inc.,Texas,Florida,15,6,0,No,105,854,no,-95.393531,29.784308,-81.411184,28.584434
"Houston, TX","Denver, CO",4,Blue,51,Male,1,2006,26,7,Business travel,1,0,33,Business,24,3/24/14,WN,Cheapseats Airlines Inc.,Colorado,Texas,9,51,49,No,109,883,yes,-104.955096,39.710774,-95.393531,29.784308
"New York, NY","Birmingham, AL",3,Blue,57,Male,1,2007,59,6,Personal Travel,0,0,50,Business,13,1/13/14,EV,FlyFast Airways Inc.,Alabama,New York,7,0,0,No,109,866,no,-86.791974,33.469107,-73.970221,40.718357
"Tampa, FL","Columbus, OH",4,Platinum,55,Male,1,2007,9,21,Business travel,1,20,90,Eco,20,3/20/14,WN,Cheapseats Airlines Inc.,Ohio,Florida,20,5,3,No,113,829,no,-82.968532,40.021161,-82.513188,28.006247
"Chicago, IL","Denver, CO",3,Silver,70,Male,1,2004,18,8,Personal Travel,0,35,65,Eco,12,2/12/14,WN,Cheapseats Airlines Inc.,Colorado,Illinois,11,0,2,No,120,895,no,-104.955096,39.710774,-87.895427,41.827126
"Seattle, WA","Las Vegas, NV",4,Blue,55,Male,1,2008,6,10,Business travel,0,5,55,Eco,26,1/26/14,WN,Cheapseats Airlines Inc.,Nevada,Washington,20,0,0,No,139,867,no,-115.167218,36.134893,-122.274661,47.468409
"Nome, AK","Kotzebue, AK",4,Blue,39,Female,2,2008,23,9,Mileage tickets,0,45,90,Eco,6,2/6/14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,18,0,0,No,29,183,no,-162.587577,66.893907,-165.392923,64.497169
"Kansas City, MO","Atlanta, GA",4,Blue,33,Male,1,2011,13,37,Business travel,2,0,40,Eco,20,1/20/14,DL,Sigma Airlines Inc.,Georgia,Missouri,17,0,0,No,107,692,no,-84.331858,33.824102,-94.594897,39.039792
"Austin, TX","Washington, DC",3,Blue,66,Female,1,2008,32,9,Personal Travel,0,0,45,Eco,17,1/17/14,WN,Cheapseats Airlines Inc.,Virginia,Texas,17,6,0,No,182,1315,no,-77.18974,38.897394,-97.761533,30.358514
"Orlando, FL","Richmond, VA",2,Blue,28,Male,0,2009,53,7,Business travel,0,5,30,Eco,8,2/8/14,WN,Cheapseats Airlines Inc.,Virginia,Florida,13,2,11,No,117,667,yes,-77.487983,37.477942,-81.411184,28.584434
"Bakersfield, CA","San Francisco, CA",2,Blue,48,Female,2,2005,7,3,Personal Travel,1,0,15,Eco,17,3/17/14,OO,Northwest Business Airlines Inc.,California,California,15,0,0,No,53,238,no,-122.383287,37.754645,-119.030559,35.362282
"Washington, DC","Milwaukee, WI",4,Blue,32,Male,1,2009,23,40,Business travel,3,10,30,Eco,8,2/8/14,FL,FlyHere Airways,Wisconsin,Virginia,18,0,3,No,84,634,no,-88.100492,43.055654,-77.18974,38.897394
"New Orleans, LA","Atlanta, GA",4,Blue,59,Female,1,2006,2,7,Business travel,0,0,150,Eco,11,2/11/14,DL,Sigma Airlines Inc.,Georgia,Louisiana,11,7,0,No,78,425,no,-84.331858,33.824102,-90.143683,29.954653
"Washington, DC","Richmond, VA",2,Blue,51,Male,1,2009,17,4,Business travel,1,10,85,Eco,13,1/13/14,EV,FlyFast Airways Inc.,Virginia,Virginia,6,0,26,No,27,100,yes,-77.487983,37.477942,-77.18974,38.897394
"Boston, MA","Baltimore, MD",4,Blue,41,Female,0,2008,51,12,Business travel,2,5,120,Eco Plus,7,3/7/14,WN,Cheapseats Airlines Inc.,Maryland,Massachusetts,15,22,4,No,55,369,no,-76.64776,39.234099,-71.140708,42.373132
"Dallas, TX","New Orleans, LA",3,Blue,15,Female,1,2006,17,1,Mileage tickets,4,240,0,Eco,19,1/19/14,WN,Cheapseats Airlines Inc.,Louisiana,Texas,18,21,14,No,70,436,yes,-90.143683,29.954653,-96.972001,32.812727
"Kansas City, MO","Washington, DC",2,Blue,47,Female,2,2012,38,6,Personal Travel,0,0,30,Eco,5,3/5/14,EV,FlyFast Airways Inc.,Virginia,Missouri,16,136,124,No,141,926,yes,-77.18974,38.897394,-94.594897,39.039792
"Tampa, FL","Denver, CO",4,Blue,53,Female,1,2009,10,3,Mileage tickets,0,0,45,Eco,31,3/31/14,WN,Cheapseats Airlines Inc.,Colorado,Florida,16,0,0,No,172,1506,no,-104.955096,39.710774,-82.513188,28.006247
"Tulsa, OK","Chicago, IL",4,Blue,80,Female,1,2008,7,1,Business travel,0,20,40,Eco,16,3/16/14,AA,Paul Smith Airlines Inc.,Illinois,Oklahoma,18,0,0,No,90,585,no,-87.895427,41.827126,-95.901334,36.105449
"Washington, DC","Houston, TX",4,Silver,62,Male,1,2011,47,2,Personal Travel,0,0,40,Eco Plus,15,3/15/14,OU,Oursin Airlines Inc.,Texas,Virginia,7,0,0,No,137,1190,no,-95.393531,29.784308,-77.18974,38.897394
"Salt Lake City, UT","Spokane, WA",4,Silver,41,Female,1,2010,13,13,Business travel,2,0,20,Eco,24,2/24/14,DL,Sigma Airlines Inc.,Washington,Utah,6,0,0,No,68,546,no,-117.352257,47.68043,-111.929515,40.640838
"Orlando, FL","Philadelphia, PA",4,Blue,44,Male,2,2004,21,1,Business travel,0,15,15,Eco,2,3/2/14,US,Southeast Airlines Co.,Pennsylvania,Florida,20,14,0,No,119,861,no,-75.298163,39.973331,-81.411184,28.584434
"Atlanta, GA","Peoria, IL",2,Blue,60,Female,1,2005,12,3,Business travel,0,5,50,Eco,30,1/30/14,EV,FlyFast Airways Inc.,Illinois,Georgia,17,137,139,No,87,565,yes,-89.585277,40.701811,-84.331858,33.824102
"Phoenix, AZ","Chicago, IL",4,Blue,34,Male,1,2012,30,3,Business travel,0,80,45,Eco,12,1/12/14,WN,Cheapseats Airlines Inc.,Illinois,Arizona,18,27,23,No,217,1444,yes,-87.895427,41.827126,-111.970041,33.494067
"Phoenix, AZ","Philadelphia, PA",3,Blue,38,Male,1,2012,21,13,Mileage tickets,1,60,45,Eco,27,3/27/14,US,Southeast Airlines Co.,Pennsylvania,Arizona,13,0,0,No,297,2075,no,-75.298163,39.973331,-111.970041,33.494067
"Atlanta, GA","Minneapolis, MN",4,Blue,61,Male,2,2003,26,4,Business travel,0,0,35,Eco,31,1/31/14,DL,Sigma Airlines Inc.,Minnesota,Georgia,16,42,33,No,117,907,yes,-93.2798,44.978156,-84.331858,33.824102
"Los Angeles, CA","San Jose, CA",4,Blue,36,Male,2,2005,28,8,Business travel,0,0,10,Eco,22,1/22/14,OO,Northwest Business Airlines Inc.,California,California,17,0,22,No,60,308,yes,-121.945145,37.329845,-118.104332,33.982668
"Orlando, FL","New Orleans, LA",4,Blue,35,Male,1,2008,14,9,Business travel,2,5,35,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,Louisiana,Florida,13,25,15,No,78,551,yes,-90.143683,29.954653,-81.411184,28.584434
"Chicago, IL","Eau Claire, WI",4,Blue,53,Male,1,2009,15,10,Business travel,0,45,60,Eco,18,2/18/14,OO,Northwest Business Airlines Inc.,Wisconsin,Illinois,15,0,0,No,49,268,no,-91.44719,44.860862,-87.895427,41.827126
"Denver, CO","Chicago, IL",2,Blue,68,Female,1,2010,37,7,Personal Travel,0,0,115,Business,23,3/23/14,F9,GoingNorth Airlines Inc.,Illinois,Colorado,14,12,14,No,135,895,yes,-87.895427,41.827126,-104.955096,39.710774
"Portland, OR","Chicago, IL",2,Blue,59,Male,1,2012,0,7,Business travel,0,20,50,Eco,9,1/9/14,AS,FlyToSun Airlines Inc.,Illinois,Oregon,17,27,16,No,250,1739,yes,-87.895427,41.827126,-122.651087,45.520404
"Tucson, AZ","Denver, CO",4,Silver,25,Female,1,2007,17,22,Business travel,1,40,50,Eco,5,2/5/14,WN,Cheapseats Airlines Inc.,Colorado,Arizona,20,17,0,No,90,639,no,-104.955096,39.710774,-110.946141,32.254891
"Atlanta, GA","Pittsburgh, PA",4,Blue,63,Male,2,2012,8,7,Business travel,0,0,75,Eco,20,2/20/14,DL,Sigma Airlines Inc.,Pennsylvania,Georgia,12,214,203,No,83,526,yes,-79.951005,40.456961,-84.331858,33.824102
"Madison, WI","Chicago, IL",2,Blue,72,Male,2,2008,32,2,Personal Travel,0,0,60,Eco,23,3/23/14,MQ,EnjoyFlying Air Services,Illinois,Wisconsin,8,0,0,No,28,108,no,-87.895427,41.827126,-89.250087,43.025075
"Columbus, OH","Tampa, FL",4,Silver,56,Female,1,2012,0,9,Business travel,0,0,150,Eco,1,2/1/14,WN,Cheapseats Airlines Inc.,Florida,Ohio,18,0,0,No,115,829,no,-82.513188,28.006247,-82.968532,40.021161
"Chicago, IL","Traverse City, MI",4,Silver,34,Female,1,2006,1,12,Business travel,1,0,10,Eco,20,1/20/14,MQ,EnjoyFlying Air Services,Michigan,Illinois,8,0,36,No,50,224,yes,-85.624012,44.731025,-87.895427,41.827126
"Chicago, IL","Syracuse, NY",4,Silver,66,Female,1,2009,17,9,Personal Travel,0,20,100,Eco,19,3/19/14,MQ,EnjoyFlying Air Services,New York,Illinois,13,0,0,No,100,607,no,-76.164008,43.090425,-87.895427,41.827126
"Orlando, FL","Houston, TX",4,Blue,58,Female,0,2011,12,10,Business travel,0,0,10,Business,25,2/25/14,OU,Oursin Airlines Inc.,Texas,Florida,12,41,28,No,98,854,yes,-95.393531,29.784308,-81.411184,28.584434
"Charlotte, NC","Houston, TX",2,Blue,51,Male,0,2012,70,8,Business travel,0,0,25,Business,10,3/10/14,EV,FlyFast Airways Inc.,Texas,North Carolina,20,39,23,No,116,912,yes,-95.393531,29.784308,-80.815826,35.249654
"Las Vegas, NV","San Francisco, CA",4,Blue,38,Male,1,2008,17,6,Mileage tickets,2,0,70,Eco,15,1/15/14,OU,Oursin Airlines Inc.,California,Nevada,13,0,5,No,71,414,no,-122.383287,37.754645,-115.167218,36.134893
"San Juan, PR","Charlotte, NC",3,Gold,46,Male,1,2005,20,3,Business travel,0,0,30,Eco,9,3/9/14,US,Southeast Airlines Co.,North Carolina,Puerto Rico,8,0,8,No,186,1475,yes,-80.815826,35.249654,-66.116246,18.288174
"Houston, TX","San Francisco, CA",3,Silver,46,Female,1,2003,18,5,Business travel,0,105,90,Eco Plus,3,1/3/14,OU,Oursin Airlines Inc.,California,Texas,12,17,9,No,196,1635,yes,-122.383287,37.754645,-95.393531,29.784308
"Chicago, IL","Atlanta, GA",2,Blue,80,Female,1,2012,9,9,Personal Travel,0,0,220,Eco,30,3/30/14,WN,Cheapseats Airlines Inc.,Georgia,Illinois,21,47,39,No,93,591,yes,-84.331858,33.824102,-87.895427,41.827126
"Atlanta, GA","Indianapolis, IN",5,Silver,54,Male,2,2003,0,3,Business travel,0,35,50,Eco,22,3/22/14,DL,Sigma Airlines Inc.,Indiana,Georgia,12,0,0,No,66,432,no,-86.145521,39.811262,-84.331858,33.824102
"Chicago, IL","Orlando, FL",4,Blue,62,Female,1,2007,5,7,Business travel,0,50,30,Eco Plus,1,3/1/14,WN,Cheapseats Airlines Inc.,Florida,Illinois,18,130,124,No,155,990,yes,-81.411184,28.584434,-87.895427,41.827126
"Chicago, IL","San Francisco, CA",4,Blue,59,Male,1,2003,7,1,Business travel,0,0,125,Eco,3,3/3/14,OU,Oursin Airlines Inc.,California,Illinois,23,19,7,No,211,1846,yes,-122.383287,37.754645,-87.895427,41.827126
"St. Louis, MO","Minneapolis, MN",5,Silver,27,Female,1,2012,3,9,Business travel,0,30,175,Eco,22,3/22/14,OO,Northwest Business Airlines Inc.,Minnesota,Missouri,17,60,51,No,67,448,yes,-93.2798,44.978156,-90.340926,38.630705
"San Francisco, CA","Kansas City, MO",5,Gold,50,Male,1,2005,2,7,Business travel,0,45,170,Eco,12,2/12/14,OO,Northwest Business Airlines Inc.,Missouri,California,7,0,0,No,208,1499,no,-94.594897,39.039792,-122.383287,37.754645
"Chicago, IL","San Francisco, CA",2,Blue,53,Female,1,2009,22,8,Business travel,0,60,15,Eco,17,1/17/14,OU,Oursin Airlines Inc.,California,Illinois,10,0,0,No,220,1846,no,-122.383287,37.754645,-87.895427,41.827126
"Houston, TX","Memphis, TN",4,Blue,55,Male,2,2004,9,4,Business travel,0,0,15,Eco,8,2/8/14,WN,Cheapseats Airlines Inc.,Tennessee,Texas,13,0,0,No,83,484,no,-89.917857,35.095071,-95.393531,29.784308
"Charlotte, NC","San Juan, PR",5,Silver,46,Female,2,2012,36,7,Business travel,1,0,30,Eco,28,3/28/14,US,Southeast Airlines Co.,Puerto Rico,North Carolina,14,29,23,No,204,1475,yes,-66.116246,18.288174,-80.815826,35.249654
"Los Angeles, CA","San Diego, CA",2,Blue,80,Female,1,2011,59,10,Personal Travel,0,45,85,Eco,10,3/10/14,OO,Northwest Business Airlines Inc.,California,California,9,2,3,No,24,109,no,-117.128799,32.928728,-118.104332,33.982668
"Houston, TX","Atlanta, GA",4,Blue,30,Female,1,2007,15,6,Business travel,0,0,50,Eco,3,1/3/14,FL,FlyHere Airways,Georgia,Texas,8,26,22,No,106,696,yes,-84.331858,33.824102,-95.393531,29.784308
"Chicago, IL","Albuquerque, NM",4,Gold,48,Female,1,2003,13,9,Business travel,0,15,25,Eco,17,1/17/14,WN,Cheapseats Airlines Inc.,New Mexico,Illinois,8,0,3,No,153,1121,no,-106.628138,35.143367,-87.895427,41.827126
"Chattanooga, TN","Atlanta, GA",2,Blue,80,Male,2,2010,10,9,Personal Travel,0,165,90,Eco,3,3/3/14,EV,FlyFast Airways Inc.,Georgia,Tennessee,19,5,0,No,23,106,no,-84.331858,33.824102,-85.210372,35.058501
"Austin, TX","Dallas, TX",4,Silver,53,Male,1,2005,13,6,Mileage tickets,0,0,110,Eco,3,3/3/14,WN,Cheapseats Airlines Inc.,Texas,Texas,14,0,0,No,36,189,no,-96.972001,32.812727,-97.761533,30.358514
"Atlanta, GA","Killeen, TX",4,Blue,17,Female,2,2004,18,9,Mileage tickets,2,0,60,Eco,25,3/25/14,EV,FlyFast Airways Inc.,Texas,Georgia,6,0,0,No,97,803,no,-97.751581,31.094566,-84.331858,33.824102
"Birmingham, AL","Houston, TX",4,Silver,47,Female,1,2011,0,46,Business travel,2,0,90,Eco Plus,23,3/23/14,WN,Cheapseats Airlines Inc.,Texas,Alabama,17,16,0,No,68,570,no,-95.393531,29.784308,-86.791974,33.469107
"Chicago, IL","Cincinnati, OH",4,Silver,45,Male,1,2003,15,3,Business travel,2,85,45,Eco,15,3/15/14,OO,Northwest Business Airlines Inc.,Kentucky,Illinois,7,5,0,No,51,265,no,-84.462043,39.185505,-87.895427,41.827126
"Dallas, TX","Houston, TX",4,Blue,30,Male,2,2005,44,5,Business travel,0,0,60,Eco,24,3/24/14,EV,FlyFast Airways Inc.,Texas,Texas,7,0,0,No,41,216,no,-95.393531,29.784308,-96.972001,32.812727
"Dallas, TX","Albuquerque, NM",2,Blue,34,Female,1,2006,21,22,Personal Travel,4,0,200,Eco,13,2/13/14,WN,Cheapseats Airlines Inc.,New Mexico,Texas,18,6,4,No,78,580,no,-106.628138,35.143367,-96.972001,32.812727
"Albuquerque, NM","Phoenix, AZ",5,Blue,46,Male,1,2003,22,10,Business travel,2,2,20,Eco,30,1/30/14,WN,Cheapseats Airlines Inc.,Arizona,New Mexico,8,0,3,No,42,328,no,-111.970041,33.494067,-106.628138,35.143367
"Denver, CO","Charlotte, NC",4,Silver,29,Male,1,2009,29,15,Business travel,2,0,165,Eco Plus,14,1/14/14,US,Southeast Airlines Co.,North Carolina,Colorado,9,48,41,No,199,1337,yes,-80.815826,35.249654,-104.955096,39.710774
"Dallas, TX","San Antonio, TX",3,Blue,61,Female,1,2008,13,1,Personal Travel,0,0,165,Eco,1,1/1/14,WN,Cheapseats Airlines Inc.,Texas,Texas,17,11,0,No,38,248,no,-98.475376,29.514399,-96.972001,32.812727
"Washington, DC","Detroit, MI",4,Silver,41,Male,1,2007,19,24,Business travel,1,0,105,Business,2,3/2/14,DL,Sigma Airlines Inc.,Michigan,Virginia,10,0,26,No,63,405,yes,-83.227554,42.490005,-77.18974,38.897394
"New York, NY","Columbus, OH",3,Blue,36,Female,3,2012,8,4,Business travel,1,75,75,Eco,8,2/8/14,MQ,EnjoyFlying Air Services,Ohio,New York,11,0,0,No,68,479,no,-82.968532,40.021161,-73.970221,40.718357
"Boston, MA","Washington, DC",3,Gold,77,Female,1,2004,16,6,Personal Travel,0,0,10,Eco,25,2/25/14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,20,0,0,No,60,399,no,-77.18974,38.897394,-71.140708,42.373132
"Las Vegas, NV","Cleveland, OH",1,Blue,42,Female,1,2008,28,6,Business travel,1,0,85,Eco,14,2/14/14,OU,Oursin Airlines Inc.,Ohio,Nevada,18,8,0,No,252,1824,no,-81.605443,41.443638,-115.167218,36.134893
"Charlotte, NC","Miami, FL",3,Blue,31,Male,1,2004,35,10,Business travel,2,0,60,Business,8,1/8/14,US,Southeast Airlines Co.,Florida,North Carolina,6,0,0,No,93,650,no,-80.231428,26.175616,-80.815826,35.249654
"Chicago, IL","Oklahoma City, OK",2,Blue,74,Female,1,2012,14,1,Personal Travel,0,0,60,Eco Plus,14,2/14/14,MQ,EnjoyFlying Air Services,Oklahoma,Illinois,14,100,91,No,94,693,yes,-97.524305,35.504826,-87.895427,41.827126
"Atlanta, GA","Little Rock, AR",3,Blue,75,Female,1,2010,50,2,Personal Travel,0,0,120,Eco,4,3/4/14,DL,Sigma Airlines Inc.,Arkansas,Georgia,15,0,0,No,62,453,no,-92.321221,34.756564,-84.331858,33.824102
"Charlotte, NC","Richmond, VA",4,Blue,18,Male,0,2005,33,6,Business travel,0,0,65,Eco Plus,11,3/11/14,US,Southeast Airlines Co.,Virginia,North Carolina,6,0,0,No,47,257,no,-77.487983,37.477942,-80.815826,35.249654
"Denver, CO","San Diego, CA",4,Blue,47,Female,2,2005,26,9,Business travel,1,15,0,Eco,7,1/7/14,WN,Cheapseats Airlines Inc.,California,Colorado,20,9,0,No,106,853,no,-117.128799,32.928728,-104.955096,39.710774
"Chicago, IL","Fayetteville, AR",2,Blue,66,Female,1,2007,10,10,Personal Travel,0,0,50,Eco,21,1/21/14,MQ,EnjoyFlying Air Services,Arkansas,Illinois,5,68,94,No,77,522,yes,-94.179749,36.267419,-87.895427,41.827126
"Los Angeles, CA","Denver, CO",4,Blue,38,Female,1,2006,39,13,Mileage tickets,2,0,50,Eco,10,1/10/14,MQ,EnjoyFlying Air Services,Colorado,California,11,10,0,No,109,862,no,-104.955096,39.710774,-118.104332,33.982668
"Los Angeles, CA","Miami, FL",4,Blue,38,Female,2,2010,2,29,Business travel,3,0,40,Eco,30,1/30/14,AA,Paul Smith Airlines Inc.,Florida,California,10,0,7,No,320,2342,yes,-80.231428,26.175616,-118.104332,33.982668
"Miami, FL","Philadelphia, PA",2,Blue,41,Female,1,2008,7,8,Business travel,1,10,25,Business,10,3/10/14,US,Southeast Airlines Co.,Pennsylvania,Florida,15,0,0,No,142,1013,no,-75.298163,39.973331,-80.231428,26.175616
"Albuquerque, NM","Phoenix, AZ",4,Blue,49,Female,2,2010,28,6,Business travel,1,20,150,Eco Plus,26,1/26/14,OO,Northwest Business Airlines Inc.,Arizona,New Mexico,22,0,0,No,47,328,no,-111.970041,33.494067,-106.628138,35.143367
"Las Vegas, NV","Denver, CO",4,Blue,26,Male,2,2012,38,3,Business travel,0,12,15,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,Colorado,Nevada,21,4,0,No,90,628,no,-104.955096,39.710774,-115.167218,36.134893
"Los Angeles, CA","Albuquerque, NM",3,Blue,36,Female,1,2005,4,33,Business travel,2,150,48,Eco,17,3/17/14,WN,Cheapseats Airlines Inc.,New Mexico,California,20,51,55,No,105,677,yes,-106.628138,35.143367,-118.104332,33.982668
"New York, NY","Aguadilla, PR",2,Blue,77,Female,1,2008,36,9,Personal Travel,0,0,110,Eco,22,2/22/14,B6,OnlyJets Airlines Inc.,Puerto Rico,New York,11,0,2,No,215,1576,no,-67.040996,18.370709,-73.970221,40.718357
"El Paso, TX","Dallas, TX",3,Blue,51,Female,2,2006,4,1,Personal Travel,0,0,30,Eco,25,3/25/14,WN,Cheapseats Airlines Inc.,Texas,Texas,6,0,0,No,85,562,no,-96.972001,32.812727,-106.389031,31.780239
"Houston, TX","Corpus Christi, TX",2,Blue,80,Female,1,2008,56,1,Personal Travel,0,0,95,Eco,20,2/20/14,EV,FlyFast Airways Inc.,Texas,Texas,19,70,67,No,39,201,yes,-97.412599,27.745333,-95.393531,29.784308
"Denver, CO","Portland, OR",3,Blue,45,Female,1,2004,0,14,Business travel,1,80,55,Eco,8,1/8/14,WN,Cheapseats Airlines Inc.,Oregon,Colorado,6,0,0,No,120,991,no,-122.651087,45.520404,-104.955096,39.710774
"Los Angeles, CA","Chicago, IL",3,Blue,22,Male,1,2011,32,7,Personal Travel,0,0,30,Eco,18,1/18/14,OU,Oursin Airlines Inc.,Illinois,California,11,0,0,No,230,1744,no,-87.895427,41.827126,-118.104332,33.982668
"New York, NY","Charlotte, NC",3,Silver,45,Female,1,2005,6,13,Business travel,1,0,100,Eco,20,2/20/14,US,Southeast Airlines Co.,North Carolina,New York,13,0,10,No,79,541,yes,-80.815826,35.249654,-73.970221,40.718357
"New Orleans, LA","Houston, TX",4,Silver,25,Male,0,2004,4,6,Personal Travel,0,0,80,Eco,14,1/14/14,OU,Oursin Airlines Inc.,Texas,Louisiana,19,0,0,No,43,305,no,-95.393531,29.784308,-90.143683,29.954653
"Baltimore, MD","Chicago, IL",4,Blue,46,Male,1,2011,26,17,Business travel,2,0,80,Eco,24,2/24/14,OU,Oursin Airlines Inc.,Illinois,Maryland,14,0,0,No,79,622,no,-87.895427,41.827126,-76.64776,39.234099
"Orlando, FL","San Francisco, CA",5,Gold,49,Female,1,2011,8,3,Business travel,3,45,35,Eco,12,3/12/14,OU,Oursin Airlines Inc.,California,Florida,9,14,8,No,271,2446,yes,-122.383287,37.754645,-81.411184,28.584434
"Philadelphia, PA","Los Angeles, CA",3,Gold,34,Female,2,2011,9,4,Business travel,0,0,220,Eco,14,3/14/14,US,Southeast Airlines Co.,California,Pennsylvania,5,63,50,No,266,2402,yes,-118.104332,33.982668,-75.298163,39.973331
"Atlanta, GA","Mobile, AL",2,Gold,80,Female,1,2009,7,7,Personal Travel,0,1,120,Eco Plus,9,2/9/14,EV,FlyFast Airways Inc.,Alabama,Georgia,17,0,0,No,51,302,no,-88.163457,30.667396,-84.331858,33.824102
"San Francisco, CA","Chicago, IL",5,Platinum,43,Female,2,2008,34,13,Business travel,2,45,80,Eco,8,1/8/14,OU,Oursin Airlines Inc.,Illinois,California,18,63,49,No,255,1846,yes,-87.895427,41.827126,-122.383287,37.754645
"Chicago, IL","Buffalo, NY",4,Blue,62,Female,1,2003,25,2,Business travel,0,0,40,Eco,17,3/17/14,OU,Oursin Airlines Inc.,New York,Illinois,6,0,0,No,78,473,no,-78.823675,42.92493,-87.895427,41.827126
"Gillette, WY","Rock Springs, WY",4,Blue,51,Male,1,2011,9,4,Business travel,0,75,90,Eco,9,2/9/14,OO,Northwest Business Airlines Inc.,Wyoming,Wyoming,21,0,0,No,49,261,no,-109.240478,41.594658,-105.484013,44.273303
